clean_text,translated_text,subjektivitas,polaritas,sentimen
aplikasinya gk bisa dipakai knapa???? 😡😡😡😡,why can't the application be used???? 😡😡😡😡,0.0,0.0,netral
lagi urgent banget........malah eror.,it's really urgent......even though it's an error.,0.2,0.2,positif
"sering gangguan, sering di batalkan tiba² pedahal lagi lapar²nya.","frequent interruptions, often canceled suddenly even though he was hungry.",0.4,0.05,positif
kenapa lokasi nya tidak mau,why doesn't the location work?,0.0,0.0,netral
errorrrrrr woiiiiii,errorrrrr woiiiiii,0.0,0.0,netral
aplikasinya jadi suka eror sangat menggangu jika keadaan mendesak,"the application often errors, which is very annoying if the situation is urgent",1.0,-1.0,negatif
"ngelag cok apaan pesanan gk jalan"" hadeuh","lag cok what order does not work ""hadeuh",0.0,0.0,netral
gojek erorr,gojek error,0.0,0.0,netral
aplikasi sampah error mulu,the trash application keeps getting errors,0.0,0.0,netral
eror mlu dh heran,error condition dh wonder,0.0,0.0,netral
gangguan nya ngeselin,the disturbance is annoying,0.9,-0.8,negatif
"udah diupdate padahal malah tetep ga bisa cari lokasi, bener dah kecewa","it's been updated even though i still can't find the location, i'm really disappointed",0.75,-0.75,negatif
"map selalu ga sesuai di aplikasi,, pelanggan selalu jadi sasaran driver, kasian jg driver muter"" jauh,, bener"" kessel sampe ga bisa di pake lagi aplikasiku, tolong aplikasi ini lebih akurat lagi donk mapnya. bikin susah aja.","the map always doesn't match the application, the customer is always the driver's target, it's a shame that the driver goes ""far, really"" and is so frustrated that he can't use my application anymore, please make this application more accurate with the map. just make it difficult.",0.5888888888888889,3.700743415417188e-17,positif
"lemot,pesan go food aja eror gabisa pesan makanan udah 1 jam lebih ,gimana kalo yang jauh dari makanan ya kelaparan pasti","slow, just ordering go food, error, can't order food, it's been more than an hour, what if you're far from food, you'll definitely be hungry?",0.6,0.07499999999999998,positif
sering kesalahan teknis semakin kesini 😔,technical errors often occur here 😔,0.1,0.0,netral
"""tunggu sebentar, biar kami bereskan. coba lagi atau kembali nanti"" muakk bgttt padahal lagi butuh bgt ini aplikasi😡","""wait a moment, let us sort it out. try again or come back later"" i'm really fed up even though i really need this application😡",0.1,0.1,positif
"suka banget pesen makanan di gopud krna suka kasih promo yg gede tpi hari ini mlh error ya gbisa dibuka, ada problem kah?","i really like ordering food from gofood because they like to give big promos, but today there's an error and i can't open it, is there a problem?",0.26666666666666666,0.06666666666666667,positif
ini kenapa setelah di-update titik alamat pada hilang dan ngga bisa pilih alamat??,why is this that after updating the address point is lost and you can't select an address??,0.0,0.0,netral
erorr tidak jelas,error is not clear,0.3833333333333333,-0.05000000000000001,negatif
sering ngelag ngga bisa dipake,often lags and can't be used,0.0,0.0,netral
tambah hari tambah parah woiii ngikut2 grab doble orderan,"as the days go by, it gets worse, wow, i'm following double orders",0.42500000000000004,-0.07500000000000001,negatif
kadang suka lemot/server sibuk,sometimes it seems slow/server busy,0.3,0.1,positif
"tolong aplikasi ini diperbaiki lagi sistem nya, saya mau pesan makan sekitar 19 menit lagi tapi ada pemberitahuan ""refresh buat cek transaksimu"". gimana saya mau tau pesanan saya datang kalau sudah ada masalah begitu. tolong di perbaiki lagi😠","please fix this application system again, i want to order food in about 19 minutes but there is a notification ""refresh to check your transaction"". how do i know my order has arrived if there is a problem like that? please fix it again😠",0.0,0.0,netral
masih sering error app terbaru malah tambah banyak,the latest app errors still frequently increase in number,0.6,0.3,positif
app rusak.. orang kelaparan.. udah top up malah server sibuk.. biadab bet,the app is broken.. people are starving.. i've topped up but the server is busy.. that's barbaric,0.35,-0.15000000000000002,negatif
repot cs robot tidak membantu,bothering cs robot doesn't help,0.0,0.0,netral
"ga bisa dipencet, minimal klo update yang bener lah jangan malah merusak fitur","you can't press it, at least if you update it correctly it won't damage the feature",0.4,-0.3,negatif
"lagi mesan makanan , udah di bayar tapi tiba tiba eror dan pengiriman terlambat","i'm ordering food, i've paid for it but suddenly there's an error and the delivery is late",0.55,-0.15,negatif
sering bgt ngebug. error. ga bs loading apapun.,hit often. error. can't load anything.,0.0,0.0,netral
"bagus, cepat dan baik","good, fast and good",0.6000000000000001,0.5333333333333333,positif
"sangat membantu sekali dalam mencari transportasi yg murah,nyaman dan sampai tujuan","very helpful in finding transportation that is cheap, comfortable and reaches your destination",0.6,0.3333333333333333,positif
sangatlah bagus,very good,0.7800000000000001,0.9099999999999999,positif
good apps 2024 october,good apps 2024 october,0.6000000000000001,0.7,positif
tambahkan fitur revisi rating.,add rating revision feature.,0.0,0.0,netral
terima kasih,thank you,0.0,0.0,netral
"bagus, sangat membantu apl ini","nice, very helpful this app",0.65,0.4,positif
gojek pasti ada jalan,gojek must have a way,0.0,0.0,netral
aplikasi yang pantas untuk direkomendasikan....,an application that deserves to be recommended....,0.0,0.0,netral
gojek ngebug gabisa digunakan internet mati,gojek ngebug can't be used internet is dead,0.4,-0.2,negatif
"baru pertama kali aplikasinya sya pake buat pesen gojek, karna sya sdg jauh dan tdk ada yg mengantar.sangat puas sekali karna bisa di andalkan untuk kita yg tidak punya kendaraan.","this was the first time i used the application to order a gojek, because i was far away and there was no one to take me. very satisfied because it can be relied on for those of us who don't have a vehicle.",0.7777777777777777,0.3333333333333333,positif
bags sekali cpt,bags sekali cpt,0.0,0.0,netral
memudahkan ibu rumah tangga seperti saya saat suami tidak dirumah,makes it easier for housewives like me when my husband is not at home,0.0,0.0,netral
sangat membantu & mempermudah kperluan bepergian,very helpful and makes traveling easier,0.3,0.2,positif
susah batalin pesanan yg salah tekan... dasar sontoloyo,it's hard to cancel an order that you press wrongly... you sontoloyo,0.7208333333333333,-0.39583333333333337,negatif
ga bisa kontak ke customer service lewat whatsapp,can't contact customer service via whatsapp,0.0,0.0,netral
"kalo rekrut driver usahakan nyari nya yang sopan dong! saya habis dibentak bentak driver di hadapan banyak orang gara gara slowrespon. saya pun udah minta maaf sama drivernya karena slowrespon gara² lagi ngurus anak saya yg sakit di ruangan rumahsakit. gila sih, driver gojek kok galak banget. mana udah saya kasih uang tip ngga ngucapin makasih. attitude nya jelekkk, sokk jagoan.","when recruiting drivers, try to look for someone who is polite! i just got shouted at by the driver in front of a lot of people because of his slow response. i also apologized to the driver because he was slow to respond because he was taking care of my sick child in the hospital room. it's crazy, gojek drivers are so fierce. i gave you a tip and didn't say thank you. his attitude is bad, he pretends to be a hero.",0.6447619047619046,-0.5228571428571429,negatif
"makin kesini makin parah , gak logis harga makanan 22rb biaya penanganan 18rb , penanganan apa sebegitu besar nya , percuma ada kan diskon 50% kalau akal akalan aja karna diskon berlaku akan tetapi biaya penanganan pesanan gak ngotak ampe setara dengan harga makanan nya , mending uinstal aja mending shopefood banyak promo","it's getting worse here and there, it's not logical that the price of food is 22 thousand, the handling fee is 18 thousand, what kind of handling is that big, isn't there a 50% discount if it makes sense because the discount applies, but the order handling fee doesn't matter until it's equivalent to the price of the food, it's better to just install it it's better if shopefood has lots of promotions",0.47500000000000003,0.17916666666666667,positif
ok 👌bgs,ok 👌bgs,0.5,0.5,positif
mantap di kantong dan sanggat membatu,steady in the pocket and very helpful,0.4,0.18333333333333335,positif
mohon maaf daftar akun gojek suka bertolak dan nomer ga masuk tidak betul aplikasi gojek tanggung jawab ga sempurna susah daftar ga ada email cari,"sorry, the gojek account data likes to leave and the number is not entered correctly, the gojek application is not perfect, the responsibility is not perfect, it is difficult to register, there is no email looking for it",1.0,-0.5,negatif
"kadang suka aneh. minta akses lokasi buat dapet makanan terdekat, pas udh nyala mapsnya ternyata masih lokasi sebelumnya. tolong fi perbaiki ini fatal bgt soalnya jek","sometimes it's weird. asked for location access to get the nearest food, when i turned on the maps it turned out it was still the previous location. please fi fix this, it's really fatal, sir",0.45555555555555555,-0.15555555555555553,negatif
tttooooppppppp semuanya tgl klik beres.. mana bnyak promonya 👍,ttt ooppppppp everything is done when you click.. there are lots of promos 👍,0.0,0.0,netral
"voucher gofood 90 hari saya tidak bisa di pakai di hari berikutnya, saya beli voucher gofood tapi ga bisa di pakai di hari berikutnya padahal kemarin bisa, mohon bantuannya ya pihak gojek, jika tidak ada bantuan maka saya akan tindak lanjuti masalah ini dan saya besarkan masalah ini, terima kasih mohon balas saya dengan cepat karena saya butuh vouchernya","my 90 day gofood voucher can't be used the next day, i bought a gofood voucher but it can't be used the next day even though it was yesterday, please help, gojek, if there is no help then i will follow up on this problem and i will escalate the problem thank you, please reply to me quickly because i need the voucher",0.16666666666666666,0.1111111111111111,positif
bravo and succes always go internasioal pt.aplikasi anak bangsa,bravo and success always go international pt. applications children of the nation,0.0,0.15,positif
jujur puas,honestly satisfied,1.0,0.5,positif
"bisa seleksi lagi drivernya gak sih, makin sini makin banyak driver males banyak ngeluh , bisa berkali2 minta cancel banyak alesannya","can you select the driver again? there are more and more lazy drivers here, they complain a lot, they can repeatedly ask to cancel for many reasons.",0.625,0.3125,positif
baru pertama pake grab si tapi lumayan aman👍tentunya memudahkan juga,"this is my first time using grab, but it's quite safe👍of course it makes it easier too",0.3333333333333333,0.25,positif
beberapa titik lokasi tidak sesuai,some location points do not match,0.0,0.0,netral
ok,ok,0.5,0.5,positif
mantaaaap,manthaap,0.0,0.0,netral
semua jadi mudah makasih gojek semangat trs gojek dan gopay,"everything is easy thanks to gojek, keep going, gojek and gopay",0.5166666666666667,0.31666666666666665,positif
pengen makan g bsa cod,i want to eat cod,0.0,0.0,netral
promo nya gila-gilaan... selalu menyenangkan pake go-jek,the promos are crazy... it's always fun using go-jek,0.55,-0.15,negatif
"metode pembayaran tunai tidak muncul untuk pesanan gosend, apakah metode pembayaran tunai sudah di hapus ? sya kecewa pkai gojek, uninstall sja","the cash payment method does not appear for gosend orders, has the cash payment method been deleted? i'm disappointed using gojek, just uninstalled it",0.75,-0.75,negatif
sangan membantu,very helpful,0.3,0.2,positif
"aku g tau ya, apa aku sendiri yg merasakan, soalnya awal g langganan goplus tuh murah2 dn bnyk promo, kemudian gua tengok penawaran goplus menarik, tp pas langganan kok malah makin mahal dn malah g bnyk promo. plus malah makin jelek pelayanannya hm hm hm","i don't know, am i the one who feels it, because when i first subscribed to goplus it was cheap and had lots of promotions, then i saw interesting goplus offers, but when i subscribed it was even more expensive and there weren't many promotions. plus the service is even worse hm hm hm",0.4791666666666667,0.16875,positif
"alhamdulillaah dg go-jek bepergian mudah,aman & nyaman.","thank god, traveling is easy, safe & comfortable with go-jek.",0.7111111111111112,0.4444444444444445,positif
pakai gojek hemat saya suka,i like using gojek economically,0.9,0.3,positif
mantap,solid,0.1,0.0,netral
aplikasi yang bagus dan banyak diskon promo murah yang meriah 👍🎊🎉🎁🥳,good application and lots of cheap and cheerful promo discounts 👍🎊🎉🎁🥳,0.7666666666666666,0.5,positif
apa kegunaan gopay plus? cuman kasih diskon aja? masih mending mode hemat aja lah? aneh,what is the use of gopay plus? just give a discount? is it still better to just go into economical mode? strange,0.5166666666666666,0.25,positif
